"customer_unique_id","R","F","M","RFM_Score"
"00eca7e1c994897d0a31bf75478f4b55",4,1,4,9
"00ecc71175078e2cac5547a5656e9622",3,1,4,8
"00f0b70fdcb8a6e1671b52a2472bd41f",4,1,NA,NA
"00fb9cc86736fe3782dbc828a2eea4a6",1,1,2,4
"0101da21926315ddd81d190e0ec40440",2,1,3,6
"01020c5b6024bc1cf2a3228e566bafb2",3,1,3,7
"01029c2615eacab8d39f0450e6b0bef3",3,1,4,8
"0103751df12aea8b962cfbcd2b61104c",4,1,1,6
"0104d8ef04b9df2891e69bc0e2e6dca4",4,1,4,9
"010513009a288e24dbbc8183d5bcd4e2",3,1,1,5
"01051cf3719a23faec8b2307b369faeb",4,1,3,8
"0105f445969ca7b8fa2e354bec7a95bd",1,1,3,5
"0106cb3b85affbb1c765eef0eac01485",2,1,2,5
"010a81611c87c7e19c18f303e39973b2",2,1,3,6
"010bcf93b3363ccf249034e7250266f0",3,1,2,6
"010c88e815c8386129e0762691851850",2,1,4,7
"010d09c16c5fee11226ca7c5492892de",1,1,4,6
"010d3cb666c64c115a144d3e6fcbd1d8",2,1,1,4
"011509f63f565e822767bfb89c3cf9b7",4,1,1,6
"0116dc6ddf277eb8413a0393cca11c32",2,1,1,4
"0116f610fa1418cda75e0d96e1639a03",3,1,1,5
"011702c19fd5dec0000a8dbbb5b98809",1,1,3,5
"011735b41c89ca1e075296f4ecb01a27",1,1,1,3
"011875f0176909c5cf0b14a9138bb691",4,1,4,9
"011a18cf4e0e74bac46678dd843e3461",2,1,1,4
"011b4adcd54683b480c4d841250a987f",3,1,2,6
"011c3e6b4b11fa8a326a39e78deb6e66",4,1,1,6
"011d6505c026d200e75cb0b6c47da758",1,1,2,4
"011fd4914a2d19b2a0e50c29cea5c6a2",4,1,4,9
"01202da9afa875bce3de24c92b764099",2,1,1,4
"0121107a0cebf91b6af74f8a4ab3c4d9",1,1,1,3
"012216caf4f1082ba3fc02e584de9a29",2,1,4,7
"0122d73327d9135f8088572c7d7f5d54",2,1,2,5
"012452d40dafae4df401bced74cdb490",3,1,3,7
"0124721bc33e0aa6772b42d4ccfd01db",3,1,2,6
"012510db7f0db8481f8a3708400c8db9",4,1,3,8
"01290b6163d2a02514a54df49221a668",2,1,2,5
"012b8001e47392df808a454083a74b74",4,1,2,7
"012c61cc2c69b09c85071ccac0ccee16",3,1,2,6
"012e12f54f6e73b1faba89a119dab849",4,1,2,7
"0130be8e6677174b8184114f98c16b3c",4,1,3,8
"013341d7f8accddf42fc02f001ad341d",3,1,4,8
"013523c76f4749da72a9ccc4a67cb234",2,1,1,4
"0136e40591d769adfb219f167a691487",2,1,1,4
"01376b24e146a15f52ca8382af02fe62",3,1,2,6
"0137839e600d4edd0949a8ce7c171164",1,1,3,5
"0139884762afa50d78fe480646fe92b5",4,1,2,7
"0139d2cb6ca3b630b5833d49634d328e",1,1,4,6
"013ae505c83f5fb1905ed23afdafd3a2",2,1,3,6
"013b083525868a0437652ebf071cda03",1,1,NA,NA
"013f3d6549189a4802a268131ef47a77",2,1,4,7
"013f4353d26bb05dc6652f1269458d8d",1,2,4,7
"01413c132b54b9b7dfadc2ee71ef78c8",2,1,1,4
"014593e48e9119391b9c70206fcadca8",2,1,3,6
"0145b1b14166b43baa374daddffca8fd",2,1,1,4
"0145bfdfe85402b2249c7437bd297a07",2,1,2,5
"01469c41b00bb21cd01d2104b8e81384",4,1,2,7
"014dc284927e986549bf255eb79eb3ab",1,1,4,6
"014fa2f37ee690774a7505252a28daf3",4,1,1,6
"01512524d623f78040531c0d8e20a772",2,1,2,5
"0151b5ff5b5d642815f094f303e7052a",4,1,1,6
"0151cf157e4682357e62be311f4823b7",1,1,2,4
"01531f72337b960a58cdba9c94e96d1a",2,1,1,4
"015366a7c13024e36f1f125d8f9a9e67",4,1,4,9
"0153b79c47a4953a7dad6fb93ab45a02",2,1,4,7
"015557c9912277312b9073947804a7ba",4,2,4,10
"01561f92006fd3ba8a8a4246b7f38101",2,1,4,7
"01575c2596c13ff2422df080a71b481b",2,1,2,5
"0158b70c1d28da409abddfcaa5f0801a",4,1,2,7
"015ba10edbe7988bff82867b4480c225",3,1,4,8
"015dc4d69b97b8784298de6c9484797b",2,1,2,5
"015f170c7abe45372b9f0414d901e71b",1,1,2,4
"015fcc1fe9d3319fb41b08e986684598",3,1,4,8
"0161783a9f93dcefde5ea508501713b2",2,1,1,4
"0161ede24e46b8e50ed493e5f8b3b305",1,1,2,4
"016201b260065cecbb315f4de0b0dc76",1,1,3,5
"016846e2dd862cba9a2a10eff5ac244f",4,1,4,9
"016a461e59c71a989c278fb565441696",3,1,4,8
"016a528e7cb02b29de37ea55cf89b9d1",1,1,1,3
"016ac660c79288138b5d6d3570eadc9d",1,1,2,4
"016c60628fc64e15fa5990e58a0b57c1",3,1,4,8
"016e32e564ee03416c6f73e44a4e802a",4,1,2,7
"016feebfaba953a2456d3a063b8eb8ef",4,1,2,7
"0176190d05dbc46f20484610a0a0e1fb",4,1,4,9
"0177c9c4715fe173b9c26fdd95a94579",1,1,3,5
"0178b244a5c281fb2ade54038dd4b161",4,1,2,7
"0178df128a2cb4f9914c8c3beb8a57f6",1,1,1,3
"017adfe7897c78902d9f7d58cd855990",3,1,4,8
"017c61c786dae249f339e690764ec7e6",2,1,2,5
"017c7f75ca30943882f48d5fda81e2df",2,1,3,6
"017d9afa17ebea3b2a7c03ed6bc954be",3,1,1,5
"017fa9ba22880652e440025a91d5a66b",3,1,1,5
"017fde295de136549d89d951da362287",3,1,1,5
"0181f57a87c6a2f0e0fe2807f67aef0e",4,1,1,6
"01838e7d69d87bd8ff2b6ff06789adfb",4,1,3,8
"01886ef98f995e4f2dd75a1d04c97397",1,1,1,3
"018875156db79cf3fb697342f256c329",3,1,1,5
"0189137aa093295df2116467b8201d66",2,1,1,4
"0189334b410cf5340ba839359af8a959",2,1,4,7
"018974568b0b5a8c395465dee270c3a9",3,1,1,5
"0189955e61056a22dd6e7cb03603a149",3,1,3,7
"0189cca3aa2a0f75ca0cde94ee38be57",3,1,2,6
"018ad5828f8f66b69604caabd0aa78ca",4,1,1,6
"018b0a8d048e41f2d1f55e56dcbd335c",3,1,4,8
"018b5a7502c30eb5f230f1b4eb23a156",3,2,2,7
"018ccb97f791b89dc7ae72b4a114b00a",1,1,4,6
"018e2017f47d05d438effa6d15061c2d",1,1,1,3
"019322e670d197f31413176b865880fd",3,1,1,5
"01977d0ffb59b3b64796aeec649edec8",2,1,3,6
"0197bf8828afdb5ef6a6f7446a52607e",2,1,3,6
"0199360d5869b53eece5870f3bd1ef0e",4,1,4,9
"019954cc9c2ceb2084881eefdf48f0f9",2,1,2,5
"019ac5580a897d52e5ed6f7ed89ade27",2,1,4,7
"019c20bc411068e6f296cd471ac8425b",1,1,2,4
"019cd54cc450bdfb2de3e83dced0c511",3,1,4,8
"019d47513bb1164cc83fc2d6d7123ef8",4,1,4,9
"019e6c1c524669436535388a1cd5cefd",3,1,4,8
"019f29cee4d4031f59fed390d3cd0bc7",3,1,2,6
"01a013f2d3d7b0fa074a09d3e6e7b611",4,1,4,9
"01a0f3dc3a406f7fc8593565e1a50b4f",3,1,1,5
"01a20270c305052404127be803843f2f",3,1,3,7
"01a3427def071b9efaf74a817c4e023b",4,1,1,6
"01a379e7c61f254c6c1bfc842b4d9416",2,1,2,5
"01a8574d68d5a495ebe94a4790f6fe34",1,1,3,5
"01a8a2fa13dad647949ff57927e63b0d",4,1,1,6
"01aa30b6c0412a1548fc29e2c98033cf",1,1,4,6
"01aae089a9f716c2d948a24c5406603d",1,1,2,4
"01ae92e9e94bec47e10ef885402cfe54",1,1,3,5
"01b0d417af24703a0b20cbe71f354285",4,1,2,7
"01b466cc9a9e663eb04f4b8890dbc5f1",2,1,4,7
"01b531d9fa14ce8894156d72f7ee8b92",3,1,3,7
"01b6eceb8d393992f590cdb60a41e388",2,1,1,4
"01b7463b1d6850a0ddfb4a93e05d0671",4,1,3,8
"01b84e3fa2897be6eec7fadddb3d56f3",2,1,3,6
"01bdeb2c0f524bb2119a8c0cd5419f5f",1,1,2,4
"01be09e08ce97be4356a7c93bda4ee70",4,1,1,6
"01bf87cfe6b10b53c057c03b9e7d034f",2,1,1,4
"01c12b236caa6f6d630b985da0ab5d30",3,1,2,6
"01c15633aa5baf9c6d2685354fd82747",3,1,2,6
"01c228e91a729c993c054756eaeb680c",1,1,1,3
"01c289bb06354cdc7e6549570f20ada4",1,2,4,7
"01c6812053d3159e3f8f0a3d92af3cc5",2,1,3,6
"01cad597bb1c8c79b2115a6204ab7f8c",1,1,2,4
"01cd5bbfc2ee49abdafb429522b93fce",2,1,1,4
"01cf555dad51551a56a1bdc9fbf2acd6",4,1,3,8
"01d0f02781924f788fd9d0521663fae0",3,1,1,5
"01d1444a9676bab441621b52773035e9",1,1,3,5
"01d4133dfc24adea1d8d8b7f5ee44aa4",1,1,3,5
"01d46b5cad3cda9c22f52df41197a671",4,1,1,6
"01d4d353f424ed250bf892af49d30abe",2,1,3,6
"01d8df79b0fe245a03928d53fc25c223",3,1,4,8
"01daeb09de8f07882ccd4319ffbc4693",1,1,1,3
"01deea8faf538e657bf2b1cb6b6c24f1",2,1,1,4
"01e0008efc8b3804e274ff934ba017c9",4,1,2,7
"01e019838e4e21dd66bb6f69352334f8",1,1,4,6
"01e80828765c999c3f5a7713f3912309",4,1,2,7
"01e8bcc3377762cf85025138b2901947",4,1,4,9
"01ec66cacd4c45d04f9ee2a1c25bb20b",4,1,2,7
"01ecc1f1f21f05d0736c99d92646f132",3,1,2,6
"01ece9ffbb6a00db5549188bc410e878",2,1,3,6
"01ed8df97a21e2f15521f9758554b32b",3,1,1,5
"01ef3ec35f556231aee2f73e8bc6f8a0",2,1,4,7
"01f156677184504063bd19739f924af1",4,1,4,9
"01f173d576ec0a01bbe13dccf0942696",2,1,3,6
"01f1af590b3fa6e09ee79551635926b4",1,1,4,6
"01f2285f85a1c603eb7ef755ad311769",4,1,4,9
"01f2c78d8578f27b62ca1186752e1532",1,1,4,6
"01f382f4c95df31e05e27f1151a015a0",2,1,4,7
"01f6fa760c8cee5fef785c7a73321534",1,1,4,6
"01fdfc6e1f85ad504461c6699adb246c",1,1,1,3
"01fee81dfa09d00693bbb79aaf922f89",4,1,4,9
"02022a08ed3a2e736777b7b71389c62c",1,1,1,3
"02029b32d4185a32a888c3f2d4d8839f",1,1,3,5
"020504cfbef989c034f403ab0076c408",1,1,4,6
"0206119a2f332d97fb68a9c1f592b2dc",3,1,2,6
"0209a0a5c96cc50dd1bbe71e3730af2a",4,1,4,9
"0209cc2349a03f00567bb9d24a459829",3,1,2,6
"020a1ffcfaf43c6003111eaa33faa6c9",4,1,1,6
"020aa2d69bca8c7a0b3da5f8e602c26d",3,1,3,7
"020ac38b920d61317bc3e7e2d1e3602b",2,1,2,5
"020d46eecb7bda2b3ab2316a91bb49f6",2,1,NA,NA
"020f91981e05247250ccaa0ba69364d6",2,1,3,6
"0213ec5289d86c40bda69ed571b5853f",1,1,4,6
"0214a2864bcff8020dbe8c40a2e9d26a",4,1,3,8
"02168ea18740a0fdaaa15f11bebba5db",2,2,4,8
"021a4369c52a67fdaa1a923dada92cf2",3,1,1,5
"021ab4ee1c733fef68ef3ddbb6c4ea7e",4,1,1,6
"021bca90c906d19b425e192070eb6f68",2,1,3,6
"021dbb48a965542d846e18a6799d37c0",3,1,3,7
"021f9b70becbc032905f24f7e6c2d7d7",3,1,3,7
"0220cae7a876f841ad3924e84b29861a",2,1,2,5
"02248d5e7ec365ab4fe76975be1449a6",2,1,1,4
"02251550f4d16aca44ce66e4263c0522",4,1,3,8
"02278b7fe04a285092542fa4313cdc31",4,1,1,6
"0228e299d1cabeaf9be64b5ccd784c97",3,1,4,8
"022e9ef39a8047a24a813f57ad382b94",2,1,4,7
"023196e0c7c9f50e21677e45cc6d539a",1,1,3,5
"02333854bb2fa366a65a44ff189a55cb",2,1,3,6
"023571745d76e09f8bd5477af28f605e",3,1,3,7
"02359eb55cd801c825452c46c59d416f",1,1,3,5
"023a46a22f869dafae9c900b45b8622d",2,1,2,5
"023a5f2429a60d00c9c26887b95c6c80",2,1,1,4
"023b5ad5d79bf390d6c743833dd41732",1,1,3,5
"023c86aec9feb3a43c76311813f04a3e",1,1,1,3
"023c8fe9cea056407269dfe9bdd57a8c",2,1,1,4
"0242712d1c9c34808dfa88c597c7b0f9",1,1,1,3
"0242e42b2210c764b47e099ddeacd742",3,1,3,7
"0245997602d4ec43390590e43dfd39d9",4,1,4,9
"0246128cbe42bad650aca67dea148ecb",4,1,1,6
"0246f8de7fe5a9cb5e3a3fffa3cf0da4",2,1,3,6
"024741ae16493ea617e06ecc277c7069",3,1,2,6
"0247fad5e7e46592d7216d01e9a2d7f6",4,1,4,9
"024879685782c26ab2f0365fbea37967",1,1,1,3
"024ab36a6207906cf0d2767466419017",4,1,1,6
"024bc6c3997170f0ca30edba8ba8aa55",2,1,4,7
"024cf57b6da1f225b8b130dcd9093af9",4,1,3,8
"024f153bf5ff2f378be3577f3248f283",3,1,2,6
"024f45263b6a8d9d49b30c4251cfe86c",3,1,1,5
"0250e6330823590753c1268c9bf15446",3,1,3,7
"025243a8f6e8e4afd7def031078725bf",1,1,4,6
"0252e35d8aa0b7b19eb4fb96783bafca",3,1,2,6
"02552fea6f4fa9a5c61bf9d22408ae73",4,1,4,9
"0256a460aa82066254d63d60bc21076e",1,1,2,4
"0256fe01df094f555379b7d453ba22fc",1,1,4,6
"02574dbc91dbde4c31f8c4e5ccd4f808",2,1,3,6
"02578a30eaf25ecf087a3728dc04b85a",3,1,1,5
"0258ab8ce9fe72c23efb37dd0dcf1307",3,1,1,5
"025bc857299fac3e5c699322d2a1485d",3,1,1,5
"025d137104467c3e5c07018d9d0bb6fa",2,1,3,6
"025e14cd691e409911edc1cc255115a7",1,1,3,5
"025e4cdbeeffdff36f7f289a4b714965",3,1,2,6
"025fef1b215081d46d39595c7b67c9a5",3,1,4,8
"02620ba8f4c9b8583a78fbabcbf155cc",1,1,3,5
"0263cd21a17b7b8396e582d110c6ad3c",1,1,4,6
"02682c9a04df6a3e140e2e7eb78fa693",3,1,3,7
"026888d959225b8c5d57f6f0fdb54470",1,1,3,5
"026928fd79018e3c6b635da82781eb62",3,1,2,6
"026af3cfcaac056ac62feb8457cbfaa6",1,1,2,4
"026bae191fa488af0155ef3eba3d4a79",1,1,3,5
"026c7e2e8e363c7e734a716f9c70dfc3",3,1,1,5
"026d1aaa74457b39204f1ee240db2bc7",2,1,2,5
"026d6aade0923331c6065e5daa7aafda",4,1,3,8
"026e135c007282454338db204e44381f",2,1,2,5
"02772b907240626d358384cfc854b6eb",1,1,3,5
"027803eb28cc01fbdf5da72b109fabee",2,2,2,6
"0278b3b0c4368280c3a17faa0be4311f",2,1,3,6
"0278d1770d14782b065a8f24b0084b08",2,1,4,7
"027a8a853eac346c3bf686f95289b761",1,1,1,3
"027b5658f8a94a67c3d037047ca849c5",4,1,NA,NA
"027c8551b090d915b6c779c7e970ffef",4,1,1,6
"027ca2556afdb5bb0741b214c6380bb2",3,1,3,7
"027ce05786a9c91b427cf168e82819e0",2,1,4,7
"027d5c59887b8a32f409adb105c9cee8",3,1,4,8
"027e682a11d8db5a162f01e1b59700cb",3,1,3,7
"027ef1dce56b52802c3d35cd5beda928",2,1,2,5
"0280239e6c4add91b8a415d9b2566649",4,1,3,8
"0280c3bae373e59fd0f564cf9b0188a1",3,1,1,5
"028296541bfb0fe84ab460804e4c0dce",1,1,3,5
"02844e55117602121bb79fe70a59522a",3,1,4,8
"02848edda6ee321f306660a8399d8cc9",3,1,2,6
"0284ca4015977edc8413c917b8e68355",4,1,2,7
"028610eb2f6daf6bb4c37e1bd2b42210",3,1,4,8
"02880ecd2c905f0a16fa1ae3d0884b1b",4,1,3,8
"02889f45776f057efa2323d295406cf2",3,1,2,6
"028ae0b8c77250d12323b40f2cbb38c7",4,1,2,7
"028b8434bd4a6277e77f5b327cc1e1b0",1,1,2,4
"028bb7f0b0813c2df891b680c35b5f63",2,1,4,7
"028df9d72fe22595a5da837157f1258b",4,1,3,8
"028f21bc914b92ebd3d90710df2363b0",2,1,1,4
"02900dde8414f41aa7e3e6394eb08871",1,1,3,5
"029800f459300049c50c59dcc4244e44",2,1,3,6
"029939dc94df37cac6ac39bb3e55562f",2,1,3,6
"0299711900aa07c0fe4961eb253431f8",1,1,1,3
"0299fedc3f190307e87f32483a9ba4fd",4,1,2,7
"029b457bd01199c39136f89e0eddcd3a",4,1,3,8
"029d51fd4dc96c03a0e3d71c848adeb2",1,1,3,5
"029f24823177b442913b23816ee59e17",3,1,4,8
"02a09961a48dc54166f61f00c8fcd7e5",3,1,2,6
"02a81ef75e80450061b235f691600dc0",3,1,1,5
"02aa4845dc6ee08624bcc899ad684b33",3,1,2,6
"02ab167135d5d29cdc77b3147d75c1ef",4,1,1,6
"02ab4d19fd037fa00ad9892f7d529a8f",3,1,3,7
"02abda54135beba6c872bc929d06be83",4,1,1,6
"02ac2bb64dac05fb338809262ff33a49",4,1,2,7
"02ae5429a2a0c57554a8d4b7ed04b7e2",4,1,2,7
"02b13b8c07bd3209940a10fdbc724545",3,1,1,5
"02b3eb3619fdcba4c5a8e5d9ad6c97f2",3,1,3,7
"02b741ab4dd2d378208995cbd59d4926",4,1,2,7
"02b7724060835bd13b499a886cbbcef5",2,1,2,5
"02b7e451968fd1f2793047ff025d18dc",4,1,3,8
"02b9defff3fd946df37af806a194a49b",2,1,1,4
"02ba172a1f7657976fc944d9f55aeba4",2,1,3,6
