"customer_unique_id","recency","frequency","monetary"
"00ab8b4d83051d5a41842abe7ff473fc",29,1,134.9
"00aba8ca6b7a455bcde671692a3f9e51",34,1,25.5
"00ac9cd5c4ad19e16e7c6f6864711737",247,1,209.9
"00ad5165112e0e9a91a23b1132716584",278,1,79.9
"00adeda9b742746c0c66e10d00ea1b74",54,1,2078.5
"00ae9ea276a5a4335382c9391059ddf2",109,1,121.9
"00b0595d2b0f0b838edb7fbc749ea644",155,1,120
"00b0d21952ae29dfe79db614512a27c2",23,1,399.93
"00b1d2492b4127598629f19a22a32be8",38,1,129.9
"00b309d0151d92709de70e43d662711b",81,1,179.8
"00b5ba65365dad1d25811bf5e45fc983",35,1,89.9
"00b72937dcd829c0d8ca72ec77cd073c",199,1,120
"00ba737b18a7996f68cb8a99556bedd4",173,1,112.8
"00bbfe2f540d0cfccbb098d92c503eca",63,1,59.9
"00bd169997f142571c113645554663d6",40,1,83
"00be1845d956d40218db17093f667764",37,1,98
"00bee19e1199bc5cede1c674177b9e22",44,1,649.9
"00bfe974afd63b30ed282dc69892fb98",3,1,99.8
"00c003ed13c76042b78d53fbc26930d0",290,1,179.99
"00c0bbc49a530c07c110d269211da046",32,1,94.9
"00c19498681c665889d1212be870e8df",44,1,108.9
"00c31de6420048cb3f668c99153debf7",61,1,64.9
"00c3624c55261d9ce593f30e3815a880",288,1,380
"00c3c74b09b2022ac2c0f43bb09797b4",30,1,56.89
"00c4592dfbfe06775ab582d7a2b8dddf",36,1,55.9
"00c4d93157cffc73cb2459f52b89cee4",73,1,64.99
"00c916ff33b521444787ac76ac6b029d",21,1,69.9
"00cc12a6d8b578b8ebd21ea4e2ae8b27",285,2,99.8
"00cc2d4fcb3a1864b4f900741915aa85",17,1,54.99
"00cc7c54469f4177319d6bb12e883652",257,1,157.9
"00cc8551c0621bc65a440e836bb652d7",282,1,79.9
"00cd767526517f8a4fc27db6cc5a52fa",187,1,79.9
"00d03b5e33f8987549c5590313a4ef21",198,1,19.99
"00d474cea9ceb88b7175d564b081dfa3",199,1,99.95
"00d7e54ab8c5d9916f19209dbaacbb3d",183,1,56
"00d8411c0f5ee4e0a9b8900ea483680e",22,1,220
"00db525fd8d4023dc446f0ed2519139f",158,1,195.3
"00dba3af1366ca8114a40bc83021f5e9",30,1,119.3
"00dd4390a8e8ad7a126e8331decc49ce",234,1,94.9
"00df9d2e50424d103ca8796e4dc7c207",131,1,119.9
"00dfebc9135c7228dbb2239afc214bb5",36,1,16
"00e04d8e3aaa5ffab327612642ab4564",18,1,49.9
"00e2972a013072289c3e86cfc2b9e38d",119,1,199.9
"00e57919b893c89f4d9eee8d06c41f6f",44,1,59.9
"00e5dfd6ee7406a69b74c72795e6f354",1,1,29.99
"00e5ea6932dffb682bd3d5760e84d176",96,1,56.99
"00e67cd18afc92ef0196eb8cdf31fde0",33,1,30.1
"00e707efa5ad9f0e6bcaeeb87910693b",258,1,23.9
"00e872ca2fc94e59982286e69f186e0e",141,1,399.9
"00eba9372ced7769c4b9f234923d73cc",32,1,24.5
"00ec23a308504080697e5204d3dbcb2c",35,1,98
"00ec5df43edcae768361caa707fded3e",21,1,79
"00eca7e1c994897d0a31bf75478f4b55",302,1,327.98
"00ecc71175078e2cac5547a5656e9622",204,1,219.99
"00f0b70fdcb8a6e1671b52a2472bd41f",453,1,NA
"00fb9cc86736fe3782dbc828a2eea4a6",11,1,79
"0101da21926315ddd81d190e0ec40440",67,1,139.99
"01020c5b6024bc1cf2a3228e566bafb2",128,1,99.9
"01029c2615eacab8d39f0450e6b0bef3",150,1,205
"0103751df12aea8b962cfbcd2b61104c",219,1,19.9
"0104d8ef04b9df2891e69bc0e2e6dca4",262,1,430
"010513009a288e24dbbc8183d5bcd4e2",125,1,42
"01051cf3719a23faec8b2307b369faeb",218,1,129.8
"0105f445969ca7b8fa2e354bec7a95bd",42,1,139.99
"0106cb3b85affbb1c765eef0eac01485",124,1,49.9
"010a81611c87c7e19c18f303e39973b2",74,1,147.9
"010bcf93b3363ccf249034e7250266f0",142,1,79.9
"010c88e815c8386129e0762691851850",103,1,197.8
"010d09c16c5fee11226ca7c5492892de",37,1,171.9
"010d3cb666c64c115a144d3e6fcbd1d8",77,1,39
"011509f63f565e822767bfb89c3cf9b7",236,1,26.69
"0116dc6ddf277eb8413a0393cca11c32",105,1,38.6
"0116f610fa1418cda75e0d96e1639a03",166,1,25.9
"011702c19fd5dec0000a8dbbb5b98809",28,1,139.9
"011735b41c89ca1e075296f4ecb01a27",48,1,29.9
"011875f0176909c5cf0b14a9138bb691",288,1,3999.9
"011a18cf4e0e74bac46678dd843e3461",77,1,39.99
"011b4adcd54683b480c4d841250a987f",131,1,69.49
"011c3e6b4b11fa8a326a39e78deb6e66",299,1,7.87
"011d6505c026d200e75cb0b6c47da758",22,1,64.99
"011fd4914a2d19b2a0e50c29cea5c6a2",239,1,229.99
"01202da9afa875bce3de24c92b764099",87,1,29.99
"0121107a0cebf91b6af74f8a4ab3c4d9",35,1,18.9
"012216caf4f1082ba3fc02e584de9a29",75,1,165.98
"0122d73327d9135f8088572c7d7f5d54",115,1,49.9
"012452d40dafae4df401bced74cdb490",196,1,97.9
"0124721bc33e0aa6772b42d4ccfd01db",200,1,84.99
"012510db7f0db8481f8a3708400c8db9",305,1,99.99
"01290b6163d2a02514a54df49221a668",92,1,79.9
"012b8001e47392df808a454083a74b74",324,1,65.6
"012c61cc2c69b09c85071ccac0ccee16",128,1,59
"012e12f54f6e73b1faba89a119dab849",336,1,87.74
"0130be8e6677174b8184114f98c16b3c",262,1,99.99
"013341d7f8accddf42fc02f001ad341d",125,1,610
"013523c76f4749da72a9ccc4a67cb234",109,1,29.9
"0136e40591d769adfb219f167a691487",103,1,42.9
"01376b24e146a15f52ca8382af02fe62",177,1,69.9
"0137839e600d4edd0949a8ce7c171164",18,1,129.9
"0139884762afa50d78fe480646fe92b5",242,1,49.99
"0139d2cb6ca3b630b5833d49634d328e",45,1,240
"013ae505c83f5fb1905ed23afdafd3a2",64,1,110
"013b083525868a0437652ebf071cda03",28,1,NA
"013f3d6549189a4802a268131ef47a77",80,1,163.98
"013f4353d26bb05dc6652f1269458d8d",33,2,276.9
"01413c132b54b9b7dfadc2ee71ef78c8",53,1,34.9
"014593e48e9119391b9c70206fcadca8",100,1,129.99
"0145b1b14166b43baa374daddffca8fd",114,1,19.9
"0145bfdfe85402b2249c7437bd297a07",78,1,56.99
"01469c41b00bb21cd01d2104b8e81384",323,1,89.9
"014dc284927e986549bf255eb79eb3ab",3,1,259.8
"014fa2f37ee690774a7505252a28daf3",284,1,24.9
"01512524d623f78040531c0d8e20a772",76,1,72.9
"0151b5ff5b5d642815f094f303e7052a",269,1,35
"0151cf157e4682357e62be311f4823b7",34,1,79.9
"01531f72337b960a58cdba9c94e96d1a",54,1,29
"015366a7c13024e36f1f125d8f9a9e67",285,1,177
"0153b79c47a4953a7dad6fb93ab45a02",84,1,193
"015557c9912277312b9073947804a7ba",244,2,289.9
"01561f92006fd3ba8a8a4246b7f38101",81,1,239.6
"01575c2596c13ff2422df080a71b481b",61,1,50
"0158b70c1d28da409abddfcaa5f0801a",249,1,59.9
"015ba10edbe7988bff82867b4480c225",184,1,248
"015dc4d69b97b8784298de6c9484797b",85,1,89
"015f170c7abe45372b9f0414d901e71b",45,1,58
"015fcc1fe9d3319fb41b08e986684598",190,1,269.99
"0161783a9f93dcefde5ea508501713b2",86,1,22.5
"0161ede24e46b8e50ed493e5f8b3b305",25,1,69.9
"016201b260065cecbb315f4de0b0dc76",37,1,139.9
"016846e2dd862cba9a2a10eff5ac244f",233,1,399.98
"016a461e59c71a989c278fb565441696",145,1,200
"016a528e7cb02b29de37ea55cf89b9d1",22,1,13.65
"016ac660c79288138b5d6d3570eadc9d",24,1,70.97
"016c60628fc64e15fa5990e58a0b57c1",164,1,229.74
"016e32e564ee03416c6f73e44a4e802a",294,1,69.9
"016feebfaba953a2456d3a063b8eb8ef",321,1,49.9
"0176190d05dbc46f20484610a0a0e1fb",248,1,289.9
"0177c9c4715fe173b9c26fdd95a94579",36,1,109.66
"0178b244a5c281fb2ade54038dd4b161",235,1,89.9
"0178df128a2cb4f9914c8c3beb8a57f6",20,1,18.9
"017adfe7897c78902d9f7d58cd855990",138,1,239.9
"017c61c786dae249f339e690764ec7e6",87,1,55
"017c7f75ca30943882f48d5fda81e2df",106,1,139.8
"017d9afa17ebea3b2a7c03ed6bc954be",169,1,29
"017fa9ba22880652e440025a91d5a66b",132,1,26.9
"017fde295de136549d89d951da362287",170,1,27.8
"0181f57a87c6a2f0e0fe2807f67aef0e",235,1,13.99
"01838e7d69d87bd8ff2b6ff06789adfb",344,1,126.9
"01886ef98f995e4f2dd75a1d04c97397",34,1,25.26
"018875156db79cf3fb697342f256c329",178,1,45
"0189137aa093295df2116467b8201d66",85,1,35.9
"0189334b410cf5340ba839359af8a959",49,1,190.9
"018974568b0b5a8c395465dee270c3a9",159,1,34.99
"0189955e61056a22dd6e7cb03603a149",206,1,94.9
"0189cca3aa2a0f75ca0cde94ee38be57",209,1,84.99
"018ad5828f8f66b69604caabd0aa78ca",301,1,19.9
"018b0a8d048e41f2d1f55e56dcbd335c",159,1,179.9
"018b5a7502c30eb5f230f1b4eb23a156",133,2,79.98
"018ccb97f791b89dc7ae72b4a114b00a",30,1,199.99
"018e2017f47d05d438effa6d15061c2d",17,1,29.99
"019322e670d197f31413176b865880fd",187,1,18.99
"01977d0ffb59b3b64796aeec649edec8",79,1,147.9
"0197bf8828afdb5ef6a6f7446a52607e",95,1,159
"0199360d5869b53eece5870f3bd1ef0e",224,1,740
"019954cc9c2ceb2084881eefdf48f0f9",95,1,89
"019ac5580a897d52e5ed6f7ed89ade27",116,1,1287
"019c20bc411068e6f296cd471ac8425b",45,1,53
"019cd54cc450bdfb2de3e83dced0c511",151,1,205
"019d47513bb1164cc83fc2d6d7123ef8",324,1,175.9
"019e6c1c524669436535388a1cd5cefd",157,1,369.9
"019f29cee4d4031f59fed390d3cd0bc7",182,1,74.9
"01a013f2d3d7b0fa074a09d3e6e7b611",262,1,289.9
"01a0f3dc3a406f7fc8593565e1a50b4f",161,1,18.9
"01a20270c305052404127be803843f2f",210,1,149
"01a3427def071b9efaf74a817c4e023b",220,1,16.5
"01a379e7c61f254c6c1bfc842b4d9416",70,1,49.8
"01a8574d68d5a495ebe94a4790f6fe34",35,1,118.99
"01a8a2fa13dad647949ff57927e63b0d",276,1,42.99
"01aa30b6c0412a1548fc29e2c98033cf",39,1,269
"01aae089a9f716c2d948a24c5406603d",38,1,69.9
"01ae92e9e94bec47e10ef885402cfe54",37,1,127
"01b0d417af24703a0b20cbe71f354285",316,1,64.9
"01b466cc9a9e663eb04f4b8890dbc5f1",80,1,799.99
"01b531d9fa14ce8894156d72f7ee8b92",144,1,106.9
"01b6eceb8d393992f590cdb60a41e388",85,1,39.9
"01b7463b1d6850a0ddfb4a93e05d0671",228,1,103.97
"01b84e3fa2897be6eec7fadddb3d56f3",67,1,98.9
"01bdeb2c0f524bb2119a8c0cd5419f5f",1,1,69.99
"01be09e08ce97be4356a7c93bda4ee70",227,1,39
"01bf87cfe6b10b53c057c03b9e7d034f",74,1,39.9
"01c12b236caa6f6d630b985da0ab5d30",132,1,89.9
"01c15633aa5baf9c6d2685354fd82747",173,1,89.9
"01c228e91a729c993c054756eaeb680c",26,1,16.99
"01c289bb06354cdc7e6549570f20ada4",5,2,239.97
"01c6812053d3159e3f8f0a3d92af3cc5",52,1,109.9
"01cad597bb1c8c79b2115a6204ab7f8c",19,1,79.9
"01cd5bbfc2ee49abdafb429522b93fce",73,1,7.5
"01cf555dad51551a56a1bdc9fbf2acd6",227,1,101
"01d0f02781924f788fd9d0521663fae0",196,1,39.9
"01d1444a9676bab441621b52773035e9",42,1,139.9
"01d4133dfc24adea1d8d8b7f5ee44aa4",47,1,89.99
"01d46b5cad3cda9c22f52df41197a671",262,1,29.9
"01d4d353f424ed250bf892af49d30abe",67,1,89.99
"01d8df79b0fe245a03928d53fc25c223",146,1,238.7
"01daeb09de8f07882ccd4319ffbc4693",35,1,30
"01deea8faf538e657bf2b1cb6b6c24f1",98,1,22.99
"01e0008efc8b3804e274ff934ba017c9",309,1,69.9
"01e019838e4e21dd66bb6f69352334f8",28,1,359
"01e80828765c999c3f5a7713f3912309",223,1,56.56
"01e8bcc3377762cf85025138b2901947",256,1,189.89
"01ec66cacd4c45d04f9ee2a1c25bb20b",305,1,68
"01ecc1f1f21f05d0736c99d92646f132",142,1,49.9
"01ece9ffbb6a00db5549188bc410e878",104,1,105
"01ed8df97a21e2f15521f9758554b32b",173,1,44.9
"01ef3ec35f556231aee2f73e8bc6f8a0",88,1,219.9
"01f156677184504063bd19739f924af1",447,1,739.98
"01f173d576ec0a01bbe13dccf0942696",90,1,157.77
"01f1af590b3fa6e09ee79551635926b4",34,1,246.62
"01f2285f85a1c603eb7ef755ad311769",246,1,176
"01f2c78d8578f27b62ca1186752e1532",31,1,369
"01f382f4c95df31e05e27f1151a015a0",100,1,198
"01f6fa760c8cee5fef785c7a73321534",35,1,598.4
"01fdfc6e1f85ad504461c6699adb246c",22,1,13.65
"01fee81dfa09d00693bbb79aaf922f89",221,1,240.35
"02022a08ed3a2e736777b7b71389c62c",37,1,24.5
"02029b32d4185a32a888c3f2d4d8839f",31,1,129.2
"020504cfbef989c034f403ab0076c408",37,1,231.7
"0206119a2f332d97fb68a9c1f592b2dc",206,1,62.9
"0209a0a5c96cc50dd1bbe71e3730af2a",223,1,169.8
"0209cc2349a03f00567bb9d24a459829",198,1,49.9
"020a1ffcfaf43c6003111eaa33faa6c9",270,1,41.8
"020aa2d69bca8c7a0b3da5f8e602c26d",144,1,89.99
"020ac38b920d61317bc3e7e2d1e3602b",112,1,65
"020d46eecb7bda2b3ab2316a91bb49f6",102,1,NA
"020f91981e05247250ccaa0ba69364d6",102,1,117.99
"0213ec5289d86c40bda69ed571b5853f",13,1,559
"0214a2864bcff8020dbe8c40a2e9d26a",293,1,99.9
"02168ea18740a0fdaaa15f11bebba5db",83,2,199.6
"021a4369c52a67fdaa1a923dada92cf2",173,1,15.33
"021ab4ee1c733fef68ef3ddbb6c4ea7e",234,1,46.2
"021bca90c906d19b425e192070eb6f68",79,1,99.89
"021dbb48a965542d846e18a6799d37c0",185,1,139.9
"021f9b70becbc032905f24f7e6c2d7d7",206,1,113
"0220cae7a876f841ad3924e84b29861a",111,1,59.99
"02248d5e7ec365ab4fe76975be1449a6",93,1,24.1
"02251550f4d16aca44ce66e4263c0522",342,1,129.99
"02278b7fe04a285092542fa4313cdc31",272,1,34.9
"0228e299d1cabeaf9be64b5ccd784c97",163,1,1099
"022e9ef39a8047a24a813f57ad382b94",119,1,610
"023196e0c7c9f50e21677e45cc6d539a",41,1,120
"02333854bb2fa366a65a44ff189a55cb",75,1,115
"023571745d76e09f8bd5477af28f605e",163,1,94.8
"02359eb55cd801c825452c46c59d416f",15,1,89.99
"023a46a22f869dafae9c900b45b8622d",82,1,49.99
"023a5f2429a60d00c9c26887b95c6c80",112,1,16
"023b5ad5d79bf390d6c743833dd41732",3,1,129.9
"023c86aec9feb3a43c76311813f04a3e",44,1,26.6
"023c8fe9cea056407269dfe9bdd57a8c",69,1,37.8
"0242712d1c9c34808dfa88c597c7b0f9",37,1,49
"0242e42b2210c764b47e099ddeacd742",170,1,128.9
"0245997602d4ec43390590e43dfd39d9",258,1,169.9
"0246128cbe42bad650aca67dea148ecb",261,1,12.97
"0246f8de7fe5a9cb5e3a3fffa3cf0da4",86,1,107.79
"024741ae16493ea617e06ecc277c7069",191,1,49.8
"0247fad5e7e46592d7216d01e9a2d7f6",308,1,188.99
"024879685782c26ab2f0365fbea37967",38,1,25.9
"024ab36a6207906cf0d2767466419017",316,1,32.9
"024bc6c3997170f0ca30edba8ba8aa55",111,1,289.8
"024cf57b6da1f225b8b130dcd9093af9",240,1,119.8
"024f153bf5ff2f378be3577f3248f283",134,1,80
"024f45263b6a8d9d49b30c4251cfe86c",137,1,18
"0250e6330823590753c1268c9bf15446",154,1,139.9
"025243a8f6e8e4afd7def031078725bf",34,1,231.7
"0252e35d8aa0b7b19eb4fb96783bafca",206,1,55.9
"02552fea6f4fa9a5c61bf9d22408ae73",267,1,220
"0256a460aa82066254d63d60bc21076e",29,1,79.9
"0256fe01df094f555379b7d453ba22fc",33,1,399
"02574dbc91dbde4c31f8c4e5ccd4f808",88,1,159.9
"02578a30eaf25ecf087a3728dc04b85a",138,1,39.99
"0258ab8ce9fe72c23efb37dd0dcf1307",133,1,29.9
"025bc857299fac3e5c699322d2a1485d",193,1,19.95
"025d137104467c3e5c07018d9d0bb6fa",89,1,98.9
"025e14cd691e409911edc1cc255115a7",37,1,119.9
"025e4cdbeeffdff36f7f289a4b714965",206,1,59.99
"025fef1b215081d46d39595c7b67c9a5",151,1,205
"02620ba8f4c9b8583a78fbabcbf155cc",44,1,139.94
"0263cd21a17b7b8396e582d110c6ad3c",7,1,179.99
"02682c9a04df6a3e140e2e7eb78fa693",148,1,149
"026888d959225b8c5d57f6f0fdb54470",23,1,149
"026928fd79018e3c6b635da82781eb62",170,1,49.9
"026af3cfcaac056ac62feb8457cbfaa6",12,1,59
"026bae191fa488af0155ef3eba3d4a79",39,1,106.24
"026c7e2e8e363c7e734a716f9c70dfc3",215,1,24.9
"026d1aaa74457b39204f1ee240db2bc7",76,1,55.9
"026d6aade0923331c6065e5daa7aafda",300,1,104.99
"026e135c007282454338db204e44381f",51,1,59.9
"02772b907240626d358384cfc854b6eb",11,1,139.99
"027803eb28cc01fbdf5da72b109fabee",75,2,64.99
"0278b3b0c4368280c3a17faa0be4311f",82,1,99.99
"0278d1770d14782b065a8f24b0084b08",96,1,159.99
"027a8a853eac346c3bf686f95289b761",44,1,25.98
"027b5658f8a94a67c3d037047ca849c5",283,1,NA
"027c8551b090d915b6c779c7e970ffef",250,1,18.99
"027ca2556afdb5bb0741b214c6380bb2",158,1,98.7
"027ce05786a9c91b427cf168e82819e0",93,1,212.4
"027d5c59887b8a32f409adb105c9cee8",164,1,299
"027e682a11d8db5a162f01e1b59700cb",167,1,132.9
"027ef1dce56b52802c3d35cd5beda928",77,1,78
"0280239e6c4add91b8a415d9b2566649",273,1,109.9
"0280c3bae373e59fd0f564cf9b0188a1",133,1,29
"028296541bfb0fe84ab460804e4c0dce",32,1,159.8
"02844e55117602121bb79fe70a59522a",209,1,547.9
"02848edda6ee321f306660a8399d8cc9",182,1,84.5
"0284ca4015977edc8413c917b8e68355",327,1,55.7
"028610eb2f6daf6bb4c37e1bd2b42210",152,1,439
"02880ecd2c905f0a16fa1ae3d0884b1b",251,1,92.96
"02889f45776f057efa2323d295406cf2",205,1,69
"028ae0b8c77250d12323b40f2cbb38c7",340,1,61.9
"028b8434bd4a6277e77f5b327cc1e1b0",12,1,79
"028bb7f0b0813c2df891b680c35b5f63",109,1,199
"028df9d72fe22595a5da837157f1258b",320,1,99.8
"028f21bc914b92ebd3d90710df2363b0",55,1,15
"02900dde8414f41aa7e3e6394eb08871",37,1,138.2
"029800f459300049c50c59dcc4244e44",116,1,129.9
"029939dc94df37cac6ac39bb3e55562f",57,1,146.99
"0299711900aa07c0fe4961eb253431f8",37,1,49
"0299fedc3f190307e87f32483a9ba4fd",254,1,79.89
"029b457bd01199c39136f89e0eddcd3a",231,1,98
"029d51fd4dc96c03a0e3d71c848adeb2",36,1,114.9
"029f24823177b442913b23816ee59e17",144,1,166.9
"02a09961a48dc54166f61f00c8fcd7e5",186,1,59.9
"02a81ef75e80450061b235f691600dc0",150,1,39.9
"02aa4845dc6ee08624bcc899ad684b33",127,1,59.9
"02ab167135d5d29cdc77b3147d75c1ef",284,1,31.5
"02ab4d19fd037fa00ad9892f7d529a8f",195,1,129.9
"02abda54135beba6c872bc929d06be83",259,1,32.9
"02ac2bb64dac05fb338809262ff33a49",282,1,69.8
"02ae5429a2a0c57554a8d4b7ed04b7e2",280,1,89.18
"02b13b8c07bd3209940a10fdbc724545",127,1,17.99
"02b3eb3619fdcba4c5a8e5d9ad6c97f2",152,1,99.99
"02b741ab4dd2d378208995cbd59d4926",266,1,88
"02b7724060835bd13b499a886cbbcef5",111,1,59.9
"02b7e451968fd1f2793047ff025d18dc",293,1,99.99
"02b9defff3fd946df37af806a194a49b",57,1,35
"02ba172a1f7657976fc944d9f55aeba4",96,1,117
"02ba802031bd2351ccc570b0d7581592",37,1,24.99
"02bb821f9cd6c3079ecb9fed96232e18",46,1,80
"02beeff55d95ac493f904fb9cdb786b3",91,1,117.3
"02c163ec34a9218f6f3e1e1a7b9aeb28",171,1,104
"02c233db34d21b47050e9db36aeec3ff",100,1,158
"02c2bf0584517bcaf707619e633fa6ee",288,1,159.9
"02c2da81e0468b7b62d6bacca02679e6",135,1,59.9
"02c39145f71fdb20ece3f92148868a06",44,1,194.99
